maintained,technique,is,SLIPCUT,and,the,number,is,40
slipcut,40,slipcut,40,slipcut,40,slipcut,40,510
slipcut,40,slipcut,40,slipcut,40,slipcut,41,485
slipcut,40,slipcut,40,slipcut,40,slipcut,42,480
slipcut,40,slipcut,40,slipcut,40,slipcut,43,475
slipcut,40,slipcut,40,slipcut,40,slipcut,44,470
slipcut,40,slipcut,40,slipcut,40,slipcut,45,465
slipcut,40,slipcut,40,slipcut,40,slipcut,46,460
slipcut,40,slipcut,40,slipcut,40,slipcut,47,455
slipcut,40,slipcut,40,slipcut,40,slipcut,48,450
slipcut,40,slipcut,40,slipcut,40,slipcut,49,445
slipcut,40,slipcut,40,slipcut,40,slipcut,50,440
slipcut,40,slipcut,40,slipcut,40,slipcut,51,435
slipcut,40,slipcut,40,slipcut,40,slipcut,2,280
slipcut,40,slipcut,40,slipcut,40,slipcut,3,275
slipcut,40,slipcut,40,slipcut,40,slipcut,4,270
slipcut,40,slipcut,40,slipcut,40,slipcut,5,265
slipcut,40,slipcut,40,slipcut,40,slipcut,6,260
slipcut,40,slipcut,40,slipcut,40,slipcut,7,255
slipcut,40,slipcut,40,slipcut,40,slipcut,8,250
slipcut,40,slipcut,40,slipcut,40,slipcut,9,245
slipcut,40,slipcut,40,slipcut,40,slipcut,10,240
slipcut,40,slipcut,40,slipcut,40,slipcut,11,235
slipcut,40,slipcut,40,slipcut,40,slipcut,12,235
slipcut,40,slipcut,40,slipcut,40,slipcut,13,230
slipcut,40,slipcut,40,slipcut,40,slipcut,14,230
slipcut,40,slipcut,40,slipcut,40,slipcut,15,230
slipcut,40,slipcut,40,slipcut,40,slipcut,16,230
slipcut,40,slipcut,40,slipcut,40,slipcut,17,230
slipcut,40,slipcut,40,slipcut,40,slipcut,18,230
slipcut,40,slipcut,40,slipcut,40,slipcut,19,230
slipcut,40,slipcut,40,slipcut,40,slipcut,20,230
slipcut,40,slipcut,40,slipcut,40,slipcut,21,230
slipcut,40,slipcut,40,slipcut,40,slipcut,22,230
slipcut,40,slipcut,40,slipcut,40,slipcut,23,230
slipcut,40,slipcut,40,slipcut,40,slipcut,24,230
slipcut,40,slipcut,40,slipcut,40,slipcut,25,230
slipcut,40,slipcut,40,slipcut,40,slipcut,26,230
slipcut,40,slipcut,40,slipcut,40,slipcut,27,230
slipcut,40,slipcut,40,slipcut,40,slipcut,28,230
slipcut,40,slipcut,40,slipcut,40,slipcut,29,230
slipcut,40,slipcut,40,slipcut,40,slipcut,30,230
slipcut,40,slipcut,40,slipcut,40,slipcut,31,230
slipcut,40,slipcut,40,slipcut,40,slipcut,32,230
slipcut,40,slipcut,40,slipcut,40,slipcut,33,230
slipcut,40,slipcut,40,slipcut,40,slipcut,34,230
slipcut,40,slipcut,40,slipcut,40,slipcut,35,230
slipcut,40,slipcut,40,slipcut,40,slipcut,36,230
slipcut,40,slipcut,40,slipcut,40,slipcut,37,230
slipcut,40,slipcut,40,slipcut,40,slipcut,38,230
slipcut,40,slipcut,40,slipcut,40,slipcut,39,230
slipcut,40,slipcut,40,slipcut,40,slipcut,40,230
slipcut,40,slipcut,40,slipcut,40,slipcut,41,230
slipcut,40,slipcut,40,slipcut,40,slipcut,42,230
slipcut,40,slipcut,40,slipcut,40,slipcut,43,230
slipcut,40,slipcut,40,slipcut,40,slipcut,44,230
slipcut,40,slipcut,40,slipcut,40,slipcut,45,230
slipcut,40,slipcut,40,slipcut,40,slipcut,46,230
slipcut,40,slipcut,40,slipcut,40,slipcut,47,230
slipcut,40,slipcut,40,slipcut,40,slipcut,48,230
slipcut,40,slipcut,40,slipcut,40,slipcut,49,230
slipcut,40,slipcut,40,slipcut,40,slipcut,50,230
slipcut,40,slipcut,40,slipcut,40,slipcut,51,235
slipcut,40,slipcut,40,slipcut,40,peal,2,300
slipcut,40,slipcut,40,slipcut,40,peal,3,290
slipcut,40,slipcut,40,slipcut,40,peal,4,290
slipcut,40,slipcut,40,slipcut,40,peal,5,280
slipcut,40,slipcut,40,slipcut,40,peal,6,280
slipcut,40,slipcut,40,slipcut,40,peal,7,270
slipcut,40,slipcut,40,slipcut,40,peal,8,270
slipcut,40,slipcut,40,slipcut,40,peal,9,260
slipcut,40,slipcut,40,slipcut,40,peal,10,260
slipcut,40,slipcut,40,slipcut,40,peal,11,250
slipcut,40,slipcut,40,slipcut,40,peal,12,250
slipcut,40,slipcut,40,slipcut,40,peal,13,240
slipcut,40,slipcut,40,slipcut,40,peal,14,240
slipcut,40,slipcut,40,slipcut,40,peal,15,230
slipcut,40,slipcut,40,slipcut,40,peal,16,230
slipcut,40,slipcut,40,slipcut,40,peal,17,220
slipcut,40,slipcut,40,slipcut,40,peal,18,220
slipcut,40,slipcut,40,slipcut,40,peal,19,210
slipcut,40,slipcut,40,slipcut,40,peal,20,210
slipcut,40,slipcut,40,slipcut,40,peal,21,200
slipcut,40,slipcut,40,slipcut,40,peal,22,200
slipcut,40,slipcut,40,slipcut,40,peal,23,190
slipcut,40,slipcut,40,slipcut,40,peal,24,190
slipcut,40,slipcut,40,slipcut,40,peal,25,180
slipcut,40,slipcut,40,slipcut,40,peal,26,180
slipcut,40,slipcut,40,slipcut,40,peal,27,170
slipcut,40,slipcut,40,slipcut,40,peal,28,170
slipcut,40,slipcut,40,slipcut,40,peal,29,160
slipcut,40,slipcut,40,slipcut,40,peal,30,160
slipcut,40,slipcut,40,slipcut,40,peal,31,150
slipcut,40,slipcut,40,slipcut,40,peal,32,150
slipcut,40,slipcut,40,slipcut,40,peal,33,140
slipcut,40,slipcut,40,slipcut,40,peal,34,140
slipcut,40,slipcut,40,slipcut,40,peal,35,130
slipcut,40,slipcut,40,slipcut,40,peal,36,130
slipcut,40,slipcut,40,slipcut,40,peal,37,120
slipcut,40,slipcut,40,slipcut,40,peal,38,120
slipcut,40,slipcut,40,slipcut,40,peal,39,110
slipcut,40,slipcut,40,slipcut,40,peal,40,125
slipcut,40,slipcut,40,slipcut,40,peal,41,100
slipcut,40,slipcut,40,slipcut,40,peal,42,95
slipcut,40,slipcut,40,slipcut,40,peal,43,80
slipcut,40,slipcut,40,slipcut,40,peal,44,75
slipcut,40,slipcut,40,slipcut,40,peal,45,60
slipcut,40,slipcut,40,slipcut,40,peal,46,55
slipcut,40,slipcut,40,slipcut,40,peal,47,40
slipcut,40,slipcut,40,slipcut,40,peal,48,35
slipcut,40,slipcut,40,slipcut,40,peal,49,20
slipcut,40,slipcut,40,slipcut,40,peal,50,15
slipcut,40,slipcut,40,slipcut,40,peal,51,0
slipcut,40,slipcut,40,slipcut,40,pealup,2,280
slipcut,40,slipcut,40,slipcut,40,pealup,3,275
slipcut,40,slipcut,40,slipcut,40,pealup,4,260
slipcut,40,slipcut,40,slipcut,40,pealup,5,255
slipcut,40,slipcut,40,slipcut,40,pealup,6,240
slipcut,40,slipcut,40,slipcut,40,pealup,7,235
slipcut,40,slipcut,40,slipcut,40,pealup,8,220
slipcut,40,slipcut,40,slipcut,40,pealup,9,215
slipcut,40,slipcut,40,slipcut,40,pealup,10,200
slipcut,40,slipcut,40,slipcut,40,pealup,11,195
slipcut,40,slipcut,40,slipcut,40,pealup,12,185
slipcut,40,slipcut,40,slipcut,40,pealup,13,185
slipcut,40,slipcut,40,slipcut,40,pealup,14,175
slipcut,40,slipcut,40,slipcut,40,pealup,15,175
slipcut,40,slipcut,40,slipcut,40,pealup,16,165
slipcut,40,slipcut,40,slipcut,40,pealup,17,165
slipcut,40,slipcut,40,slipcut,40,pealup,18,155
slipcut,40,slipcut,40,slipcut,40,pealup,19,155
slipcut,40,slipcut,40,slipcut,40,pealup,20,145
slipcut,40,slipcut,40,slipcut,40,pealup,21,145
slipcut,40,slipcut,40,slipcut,40,pealup,22,135
slipcut,40,slipcut,40,slipcut,40,pealup,23,135
slipcut,40,slipcut,40,slipcut,40,pealup,24,125
slipcut,40,slipcut,40,slipcut,40,pealup,25,120
slipcut,40,slipcut,40,slipcut,40,pealup,26,120
slipcut,40,slipcut,40,slipcut,40,pealup,27,110
slipcut,40,slipcut,40,slipcut,40,pealup,28,110
slipcut,40,slipcut,40,slipcut,40,pealup,29,100
slipcut,40,slipcut,40,slipcut,40,pealup,30,100
slipcut,40,slipcut,40,slipcut,40,pealup,31,90
slipcut,40,slipcut,40,slipcut,40,pealup,32,90
slipcut,40,slipcut,40,slipcut,40,pealup,33,80
slipcut,40,slipcut,40,slipcut,40,pealup,34,80
slipcut,40,slipcut,40,slipcut,40,pealup,35,70
slipcut,40,slipcut,40,slipcut,40,pealup,36,70
slipcut,40,slipcut,40,slipcut,40,pealup,37,60
slipcut,40,slipcut,40,slipcut,40,pealup,38,60
slipcut,40,slipcut,40,slipcut,40,pealup,39,50
slipcut,40,slipcut,40,slipcut,40,pealup,40,50
slipcut,40,slipcut,40,slipcut,40,pealup,41,40
slipcut,40,slipcut,40,slipcut,40,pealup,42,40
slipcut,40,slipcut,40,slipcut,40,pealup,43,30
slipcut,40,slipcut,40,slipcut,40,pealup,44,30
slipcut,40,slipcut,40,slipcut,40,pealup,45,20
slipcut,40,slipcut,40,slipcut,40,pealup,46,20
slipcut,40,slipcut,40,slipcut,40,pealup,47,10
slipcut,40,slipcut,40,slipcut,40,pealup,48,10
slipcut,40,slipcut,40,slipcut,40,pealup,49,0
slipcut,40,slipcut,40,slipcut,40,pealup,50,0
slipcut,40,slipcut,40,slipcut,40,pealup,51,-5
slipcut,40,slipcut,40,slipcut,40,infaro,10,210
slipcut,40,slipcut,40,slipcut,40,infaro,11,200
slipcut,40,slipcut,40,slipcut,40,infaro,12,190
slipcut,40,slipcut,40,slipcut,40,infaro,13,180
slipcut,40,slipcut,40,slipcut,40,infaro,14,170
slipcut,40,slipcut,40,slipcut,40,infaro,15,160
slipcut,40,slipcut,40,slipcut,40,infaro,16,150
slipcut,40,slipcut,40,slipcut,40,infaro,17,140
slipcut,40,slipcut,40,slipcut,40,infaro,18,130
slipcut,40,slipcut,40,slipcut,40,infaro,19,120
slipcut,40,slipcut,40,slipcut,40,infaro,20,115
slipcut,40,slipcut,40,slipcut,40,infaro,21,90
slipcut,40,slipcut,40,slipcut,40,infaro,22,70
slipcut,40,slipcut,40,slipcut,40,infaro,23,50
slipcut,40,slipcut,40,slipcut,40,infaro,24,30
slipcut,40,slipcut,40,slipcut,40,infaro,25,10
slipcut,40,slipcut,40,slipcut,40,infaro,26,-5
slipcut,40,slipcut,40,slipcut,40,infaro,27,5
slipcut,40,slipcut,40,slipcut,40,infaro,28,15
slipcut,40,slipcut,40,slipcut,40,infaro,29,25
slipcut,40,slipcut,40,slipcut,40,infaro,30,35
slipcut,40,slipcut,40,slipcut,40,infaro,31,45
slipcut,40,slipcut,40,slipcut,40,infaro,32,55
slipcut,40,slipcut,40,slipcut,40,infaro,33,65
slipcut,40,slipcut,40,slipcut,40,infaro,34,75
slipcut,40,slipcut,40,slipcut,40,infaro,35,85
slipcut,40,slipcut,40,slipcut,40,infaro,36,95
slipcut,40,slipcut,40,slipcut,40,infaro,37,105
slipcut,40,slipcut,40,slipcut,40,infaro,38,115
slipcut,40,slipcut,40,slipcut,40,infaro,39,135
slipcut,40,slipcut,40,slipcut,40,infaro,40,135
slipcut,40,slipcut,40,slipcut,40,infaro,41,140
slipcut,40,slipcut,40,slipcut,40,infaro,42,150
slipcut,40,slipcut,40,slipcut,40,infaroup,10,145
slipcut,40,slipcut,40,slipcut,40,infaroup,11,135
slipcut,40,slipcut,40,slipcut,40,infaroup,12,125
slipcut,40,slipcut,40,slipcut,40,infaroup,13,115
slipcut,40,slipcut,40,slipcut,40,infaroup,14,105
slipcut,40,slipcut,40,slipcut,40,infaroup,15,95
slipcut,40,slipcut,40,slipcut,40,infaroup,16,85
slipcut,40,slipcut,40,slipcut,40,infaroup,17,75
slipcut,40,slipcut,40,slipcut,40,infaroup,18,65
slipcut,40,slipcut,40,slipcut,40,infaroup,19,55
slipcut,40,slipcut,40,slipcut,40,infaroup,20,45
slipcut,40,slipcut,40,slipcut,40,infaroup,21,35
slipcut,40,slipcut,40,slipcut,40,infaroup,22,25
slipcut,40,slipcut,40,slipcut,40,infaroup,23,15
slipcut,40,slipcut,40,slipcut,40,infaroup,24,5
slipcut,40,slipcut,40,slipcut,40,infaroup,25,-5
slipcut,40,slipcut,40,slipcut,40,infaroup,26,-5
slipcut,40,slipcut,40,slipcut,40,infaroup,27,5
slipcut,40,slipcut,40,slipcut,40,infaroup,28,15
slipcut,40,slipcut,40,slipcut,40,infaroup,29,25
slipcut,40,slipcut,40,slipcut,40,infaroup,30,35
slipcut,40,slipcut,40,slipcut,40,infaroup,31,45
slipcut,40,slipcut,40,slipcut,40,infaroup,32,55
slipcut,40,slipcut,40,slipcut,40,infaroup,33,65
slipcut,40,slipcut,40,slipcut,40,infaroup,34,75
slipcut,40,slipcut,40,slipcut,40,infaroup,35,85
slipcut,40,slipcut,40,slipcut,40,infaroup,36,95
slipcut,40,slipcut,40,slipcut,40,infaroup,37,105
slipcut,40,slipcut,40,slipcut,40,infaroup,38,115
slipcut,40,slipcut,40,slipcut,40,infaroup,39,135
slipcut,40,slipcut,40,slipcut,40,infaroup,40,130
slipcut,40,slipcut,40,slipcut,40,infaroup,41,140
slipcut,40,slipcut,40,slipcut,40,infaroup,42,150
slipcut,40,slipcut,40,slipcut,40,outfaro,10,215
slipcut,40,slipcut,40,slipcut,40,outfaro,11,205
slipcut,40,slipcut,40,slipcut,40,outfaro,12,195
slipcut,40,slipcut,40,slipcut,40,outfaro,13,185
slipcut,40,slipcut,40,slipcut,40,outfaro,14,175
slipcut,40,slipcut,40,slipcut,40,outfaro,15,165
slipcut,40,slipcut,40,slipcut,40,outfaro,16,155
slipcut,40,slipcut,40,slipcut,40,outfaro,17,145
slipcut,40,slipcut,40,slipcut,40,outfaro,18,135
slipcut,40,slipcut,40,slipcut,40,outfaro,19,125
slipcut,40,slipcut,40,slipcut,40,outfaro,20,115
slipcut,40,slipcut,40,slipcut,40,outfaro,21,100
slipcut,40,slipcut,40,slipcut,40,outfaro,22,80
slipcut,40,slipcut,40,slipcut,40,outfaro,23,60
slipcut,40,slipcut,40,slipcut,40,outfaro,24,40
slipcut,40,slipcut,40,slipcut,40,outfaro,25,20
slipcut,40,slipcut,40,slipcut,40,outfaro,26,0
slipcut,40,slipcut,40,slipcut,40,outfaro,27,0
slipcut,40,slipcut,40,slipcut,40,outfaro,28,10
slipcut,40,slipcut,40,slipcut,40,outfaro,29,20
slipcut,40,slipcut,40,slipcut,40,outfaro,30,30
slipcut,40,slipcut,40,slipcut,40,outfaro,31,40
slipcut,40,slipcut,40,slipcut,40,outfaro,32,50
slipcut,40,slipcut,40,slipcut,40,outfaro,33,60
slipcut,40,slipcut,40,slipcut,40,outfaro,34,70
slipcut,40,slipcut,40,slipcut,40,outfaro,35,80
slipcut,40,slipcut,40,slipcut,40,outfaro,36,90
slipcut,40,slipcut,40,slipcut,40,outfaro,37,100
slipcut,40,slipcut,40,slipcut,40,outfaro,38,110
slipcut,40,slipcut,40,slipcut,40,outfaro,39,120
slipcut,40,slipcut,40,slipcut,40,outfaro,40,135
slipcut,40,slipcut,40,slipcut,40,outfaro,41,135
slipcut,40,slipcut,40,slipcut,40,outfaro,42,145
slipcut,40,slipcut,40,slipcut,40,outfaroup,10,155
slipcut,40,slipcut,40,slipcut,40,outfaroup,11,145
slipcut,40,slipcut,40,slipcut,40,outfaroup,12,135
slipcut,40,slipcut,40,slipcut,40,outfaroup,13,125
slipcut,40,slipcut,40,slipcut,40,outfaroup,14,115
slipcut,40,slipcut,40,slipcut,40,outfaroup,15,105
slipcut,40,slipcut,40,slipcut,40,outfaroup,16,95
slipcut,40,slipcut,40,slipcut,40,outfaroup,17,85
slipcut,40,slipcut,40,slipcut,40,outfaroup,18,75
slipcut,40,slipcut,40,slipcut,40,outfaroup,19,65
slipcut,40,slipcut,40,slipcut,40,outfaroup,20,55
slipcut,40,slipcut,40,slipcut,40,outfaroup,21,45
slipcut,40,slipcut,40,slipcut,40,outfaroup,22,35
slipcut,40,slipcut,40,slipcut,40,outfaroup,23,25
slipcut,40,slipcut,40,slipcut,40,outfaroup,24,15
slipcut,40,slipcut,40,slipcut,40,outfaroup,25,5
slipcut,40,slipcut,40,slipcut,40,outfaroup,26,0
slipcut,40,slipcut,40,slipcut,40,outfaroup,27,5
slipcut,40,slipcut,40,slipcut,40,outfaroup,28,15
slipcut,40,slipcut,40,slipcut,40,outfaroup,29,25
slipcut,40,slipcut,40,slipcut,40,outfaroup,30,35
slipcut,40,slipcut,40,slipcut,40,outfaroup,31,45
slipcut,40,slipcut,40,slipcut,40,outfaroup,32,55
slipcut,40,slipcut,40,slipcut,40,outfaroup,33,65
slipcut,40,slipcut,40,slipcut,40,outfaroup,34,75
slipcut,40,slipcut,40,slipcut,40,outfaroup,35,85
slipcut,40,slipcut,40,slipcut,40,outfaroup,36,95
slipcut,40,slipcut,40,slipcut,40,outfaroup,37,105
slipcut,40,slipcut,40,slipcut,40,outfaroup,38,115
slipcut,40,slipcut,40,slipcut,40,outfaroup,39,125
slipcut,40,slipcut,40,slipcut,40,outfaroup,40,145
slipcut,40,slipcut,40,slipcut,40,outfaroup,41,140
slipcut,40,slipcut,40,slipcut,40,outfaroup,42,150
